Titulo,Autores,Ano de Publicacao,Fonte
Speed Classification of Upper Limb Movements Through EEG Signal for BCI Application,S. Zolfaghari; T. Y. Rezaii; S. Meshgini; A. Farzamnia; L. C. Fan,2021,IEEE
Motor Imagery EEG Signal Classification based on Deep Transfer Learning,M. Wei; R. Yang; M. Huang,2021,IEEE
Feature Extraction of EEG Signal by Power Spectral Density for Motor Imagery Based BCI,M. N. Alam; M. I. Ibrahimy; S. M. A. Motakabber,2021,IEEE
The Classification of Motor Imagery EEG Signals Based on the Time-Frequency-Spatial Feature,X. Deng; B. Zhang; K. Liu; J. Wang; P. Yang; C. Hu,2021,IEEE
Classification of Hand-Grasp Movements of Stroke Patients using EEG Data,S. Rasheed; W. Mumtaz,2021,IEEE
Integrating EEG and NIRS improves BCI performance during motor imagery,Z. Wang; C. Cao; Y. Zhou; L. Chen; B. Gu; S. Liu; M. Xu; F. He; D. Ming,2021,IEEE
A Security System for Door Opened by Using Brain Signal,B. A. H. Ali; E. A. Mohamed; A. B. Idriss,2021,IEEE
Motor Imagery Classification Based on Hybrid Feature Extraction and Deep Neural Network,R. D. Chintamani; P. Kumar; R. Karan,2021,IEEE
Learning Common Time-Frequency-Spatial Patterns for Motor Imagery Classification,Y. Miao; J. Jin; I. Daly; C. Zuo; X. Wang; A. Cichocki; T. -P. Jung,2021,IEEE
Attention-based spatio-temporal-spectral feature learning for subject-specific EEG classification,D. -H. Ko; D. -H. Shin; T. -E. Kam,2021,IEEE
Data-driven Data Augmentation for Motor Imagery Brain-Computer Interface,H. K. Lee; J. -H. Lee; J. -O. Park; Y. -S. Choi,2021,IEEE
Advanced TSGL-EEGNet for Motor Imagery EEG-Based Brain-Computer Interfaces,X. Deng; B. Zhang; N. Yu; K. Liu; K. Sun,2021,IEEE
Trial Regeneration With Subband Signals for Motor Imagery Classification in BCI Paradigm,M. K. I. Molla; S. K. Saha; S. Yasmin; M. R. Islam; J. Shin,2021,IEEE
Statistical Wavelets With Harmony Search- Based Optimal Feature Selection of EEG Signals for Motor Imagery Classification,S. Mohdiwale; M. Sahu; G. R. Sinha; V. Bhateja,2021,IEEE
Spatiotemporal-Filtering-Based Channel Selection for Single-Trial EEG Classification,F. Qi; W. Wu; Z. L. Yu; Z. Gu; Z. Wen; T. Yu; Y. Li,2021,IEEE
Ensemble Learning Based Brain–Computer Interface System for Ground Vehicle Control,J. Zhuang; K. Geng; G. Yin,2021,IEEE
Research on Multi-feature Extraction Method in EEG Signal of Motor Imagination,L. Dezhi; Z. Xintong; G. Xiaozhong,2020,IEEE
Multi-task recognition motor imagery based on deep learning,X. Rao; H. Fang,2020,IEEE
NAO Robot Limb Control Method Based on Motor Imagery EEG,Y. Guo; M. Wang; T. Zheng; Y. Li; P. Wang; X. Qin,2020,IEEE
A Brain-computer Interface for Motor Imagination Based on Multi-channel EEG Analysis,T. Jia; C. Dong; S. Ma; Y. Qi; X. Chen,2020,IEEE
A Novel Multiple Motor Imagery Experimental Paradigm Design and Neural Decoding,C. Tang; L. Xu; P. Chen; Y. He; A. Bezerianos; H. Wang,2020,IEEE
EEG Classification for Motor Imagery Mental Tasks Using Wavelet Signal Denoising,I. Ivaylov; M. Lazarova; A. Manolova,2020,IEEE
FBCSP and Adaptive Boosting for Multiclass Motor Imagery BCI Data Classification: A Machine Learning Approach,R. Das; P. S. Lopez; M. Ahmed Khan; H. K. Iversen; S. Puthusserypady,2020,IEEE
Regions of Interest (ROI) Analysis for Upper Limbs EEG Neuroimaging Schemes,K. P. Pa Aung; K. H. Nwe,2020,IEEE
A Robust Multi-Channel EEG Signals Preprocessing Method for Enhanced Upper Extremity Motor Imagery Decoding,M. G. Asogbon; O. W. Samuel; X. Li; N. Jiang; O. P. Idowu; Y. Jiang; Y. Geng; A. H. Al-Timemy; G. Li,2020,IEEE
Deep Temporal-Spatial Feature Learning for Motor Imagery-Based Brain–Computer Interfaces,J. Chen; Z. Yu; Z. Gu; Y. Li,2020,IEEE
Chaotic Quantum-inspired Evolutionary Algorithm: enhancing feature selection in BCI,A. C. Ramos; M. Vellasco,2020,IEEE
A Computationally Efficient Multiclass Time-Frequency Common Spatial Pattern Analysis on EEG Motor Imagery,C. Zhang; A. Eskandarian,2020,IEEE
An Adaptive CSP and Clustering Classification for Online Motor Imagery EEG,Q. Jiang; Y. Zhang; G. Ge; Z. Xie,2020,IEEE
EEG-based BMI using Multi-Class Motor Imagery for Bionic Arm,A. C. Subrata; M. Agus Riyadi; T. Prakoso,2020,IEEE
S-EEGNet: Electroencephalogram Signal Classification Based on a Separable Convolution Neural Network With Bilinear Interpolation,W. Huang; Y. Xue; L. Hu; H. Liuli,2020,IEEE
"Decoding EEG Rhythms During Action Observation, Motor Imagery, and Execution for Standing and Sitting",R. Chaisaen; P. Autthasan; N. Mingchinda; P. Leelaarporn; N. Kunaseth; S. Tammajarung; P. Manoonpong; S. C. Mukhopadhyay; T. Wilaiprasitporn,2020,IEEE
EEG-based Motor Imagery Classification through Transfer Learning of the CNN,S. Taheri; M. Ezoji,2020,IEEE
Spectrum-Weighted Tensor Discriminant Analysis for Motor Imagery-Based BCI,S. Huang; Y. Chen; T. Wang; T. Ma,2020,IEEE
An Approach of One-vs-Rest Filter Bank Common Spatial Pattern and Spiking Neural Networks for Multiple Motor Imagery Decoding,H. Wang; C. Tang; T. Xu; T. Li; L. Xu; H. Yue; P. Chen; J. Li; A. Bezerianos,2020,IEEE
Automated Ocular Artifacts Identification and Removal from EEG Data Using Hybrid Machine Learning Methods,M. Sarin; A. Verma; D. H. Mehta; P. Kumar Shukla; S. Verma,2020,IEEE
Sparse CSP Algorithm via Joint Spatio-Temporal Filtering,A. Jiang; J. Shang; W. Cheng; X. Liu; H. K. Kwan; Y. Zhu,2020,IEEE
Transform based feature construction utilizing magnitude and phase for convolutional neural network in EEG signal classification,J. Kim; Y. Park; W. Chung,2020,IEEE
Recurrent Deep Learning for EEG-based Motor Imagination Recognition,S. A. Rammy; M. Abrar; S. J. Anwar; W. Zhang,2020,IEEE
A Long Short-Term Memory Autoencoder Approach for EEG Motor Imagery Classification,R. H. Elessawy; S. Eldawlatly; H. M. Abbas,2020,IEEE
Efficient CSP Algorithm With Spatio-Temporal Filtering for Motor Imagery Classification,A. Jiang; J. Shang; X. Liu; Y. Tang; H. K. Kwan; Y. Zhu,2020,IEEE
Emotion-Inducing Imagery Versus Motor Imagery for a Brain-Computer Interface,A. D. Bigirimana; N. Siddique; D. Coyle,2020,IEEE
Subject-Independent Brain–Computer Interfaces Based on Deep Convolutional Neural Networks,O. -Y. Kwon; M. -H. Lee; C. Guan; S. -W. Lee,2020,IEEE
Three-class Motor Imagery Classification Based on FBCSP Combined with Voting Mechanism,B. Li; B. Yang; C. Guan; C. Hu,2019,IEEE
Wavelet transform based approach for EEG feature selection of motor imagery data for braincomputer interfaces,P. Kant; J. Hazarika; S. H. Laskar,2019,IEEE
A Filtering Method for Classification of Motor-Imagery EEG Signals for Brain-Computer Interface,P. S. Ramya; K. Yashasvi; A. Anjum; A. Bhattacharyya; R. B. Pachori,2019,IEEE
Classification of Motor Imagery EEG Signals with multi-input Convolutional Neural Network by augmenting STFT,T. H. Shovon; Z. A. Nazi; S. Dash; M. F. Hossain,2019,IEEE
Discriminating between Color Exposure and Idle State using EEG Signals for BCI Application,A. A. Torres-García; L. Alfredo Moctezuma; S. Åsly; M. Molinas,2019,IEEE
Motor Imagery based Multivariate EEG Signal Classification for Brain Controlled Interface Applications,F. Farooq; N. Rashid; A. Farooq; M. Ahmed; A. Zeb; J. Iqbal,2019,IEEE
A data driven Information theoretic feature extraction in EEG-based Motor Imagery BCI,J. -H. Lee; Y. -S. Choi,2019,IEEE
A Novel BCI System Based on Hybrid Features for Classifying Motor Imagery Tasks,J. Abougharbia; O. Attallah; M. Tamazin; A. A. A. Nasser,2019,IEEE
A New Channel Selection Method using Autoencoder for Motor Imagery based Brain Computer Interface,P. K. Parashiva; A. P. Vinod,2019,IEEE
Motor Imagery EEG Signals Decoding by Multivariate Empirical Wavelet Transform-Based Framework for Robust Brain–Computer Interfaces,M. T. Sadiq; X. Yu; Z. Yuan; F. Zeming; A. U. Rehman; I. Ullah; G. Li; G. Xiao,2019,IEEE
Classification of Motor Imagery Tasks using Phase Space Reconstruction and Empirical Mode Decomposition,N. Bagh; R. Machireddy; F. Shahlaei,2019,IEEE
Classification of EEG Motor Imagery Tasks Using Convolution Neural Networks,S. H. Ling; H. Makgawinata; F. H. Monsivais; A. dos Santos Goncalves Lourenco; J. Lyu; R. Chai,2019,IEEE
Enhancing Mu-based BCI Performance with Rhythmic Electrical Stimulation at Alpha Frequency,X. Zhang; Y. Guo; B. Gao; J. Long,2019,IEEE
Image-based Motor Imagery EEG Classification using Convolutional Neural Network,T. Yang; K. S. Phua; J. Yu; T. Selvaratnam; V. Toh; W. H. Ng; K. K. Ang; R. Q. So,2019,IEEE
Improved Decoding of EEG-Based Motor Imagery Using Convolutional Neural Network and Data Space Adaptation,S. Chua; Y. Tao; R. Q. So,2019,IEEE
Metrological performance of a single-channel Brain-Computer Interface based on Motor Imagery,L. Angrisani; P. Arpaia; F. Donnarumma; A. Esposito; N. Moccaldi; M. Parvis,2019,IEEE
Motor Imagery EEG Signals Classification Based on Mode Amplitude and Frequency Components Using Empirical Wavelet Transform,M. T. Sadiq; X. Yu; Z. Yuan; Z. Fan; A. U. Rehman; G. Li; G. Xiao,2019,IEEE
Probability Mapping Based Artifact Detection and Wavelet Denoising based Artifact Removal from Scalp EEG for BCI Applications,M. K. Islam; A. Rastegarnia,2019,IEEE
A Deep Learning Framework for Decoding Motor Imagery Tasks of the Same Hand Using EEG Signals,R. Alazrai; M. Abuhijleh; H. Alwanni; M. I. Daoud,2019,IEEE
Transfer Learning based Motor Imagery Classification using Convolutional Neural Networks,M. Parvan; A. R. Ghiasi; T. Y. Rezaii; A. Farzamnia,2019,IEEE
A Deep Transfer Convolutional Neural Network Framework for EEG Signal Classification,G. Xu; X. Shen; S. Chen; Y. Zong; C. Zhang; H. Yue; M. Liu; F. Chen; W. Che,2019,IEEE
Frequency-Optimized Local Region Common Spatial Pattern Approach for Motor Imagery Classification,Y. Park; W. Chung,2019,IEEE
Spatial Component-wise Convolutional Network (SCCNet) for Motor-Imagery EEG Classification,C. -S. Wei; T. Koike-Akino; Y. Wang,2019,IEEE
Classification of Motor Imagery Electrocorticogram Signals for Brain-Computer Interface,W. Zheng; F. Xu; M. Shu; Y. Zhang; Q. Yuan; J. Lian; Y. Zheng,2019,IEEE
Decoding Two-Class Motor Imagery EEG with Capsule Networks,K. -W. Ha; J. -W. Jeong,2019,IEEE
A Simplified Tool for Testing of Feature Selection and Classification Algorithms in Motor Imagery of Right and Left Hands of EEG Signals,G. B. Bernardi; T. Cleber Pimenta; R. L. Moreno,2019,IEEE
Convolutional Neural Network Based Approach Towards Motor Imagery Tasks EEG Signals Classification,S. Chaudhary; S. Taran; V. Bajaj; A. Sengur,2019,IEEE
Wavelet Transform Time-Frequency Image and Convolutional Network-Based Motor Imagery EEG Classification,B. Xu; L. Zhang; A. Song; C. Wu; W. Li; D. Zhang; G. Xu; H. Li; H. Zeng,2019,IEEE
EEG Feature Extraction of Motor Imagery Based on WT and STFT,Y. Hu; L. Wang; W. Fu,2018,IEEE
Classification of EEG for Upper Limb Motor Imagery: An Approach for Rehabilitation,Y. Paul; R. A. Jaswal,2018,IEEE
An Experimental Analysis of Motor Imagery EEG Signals Using Feature Extraction and Classification Methodologies,P. K. Shukla; R. Kumar Chaurasiya,2018,IEEE
Development of an EEG-based Motor Imagery Brain-Computer Interface System for Lower Limb Assistive Technologies,V. G. B. Ayado; C. J. N. Dungca; S. A. Lazam; M. N. L. Pereira; J. R. O. Tan; S. V. Prado,2018,IEEE
Sensorimotor Cortex EEG signal classification using Hidden Markov Models and Wavelet Decomposition,M. Mumtaz; M. Afzal; A. Mushtaq,2018,IEEE
Relevant Frequency Band Selection using Sequential Forward Feature Selection for Motor Imagery Brain Computer Interfaces,J. S. Kirar; R. K. Agrawal,2018,IEEE
A Comparative Study of Different Feature Extraction Methods for Motor Imagery EEG Decoding within the Same Upper Extremity,Y. Chu; X. Zhao; Y. Zou; H. Zhang; W. Xu; Y. Zhao,2018,IEEE
A Survey of Deep Learning and Traditional Approaches for EEG Signal Processing and Classification,M. Iftikhar; S. A. Khan; A. Hassan,2018,IEEE
A High Performance Approach for Classification of Motor Imagery EEG,W. Abbas; N. A. Khan,2018,IEEE
Deep Fusion Feature Learning Network for MI-EEG Classification,J. Yang; S. Yao; J. Wang,2018,IEEE
DeepMI: Deep Learning for Multiclass Motor Imagery Classification,W. Abbas; N. A. Khan,2018,IEEE
EEG Channel Selection Based on Correlation Coefficient for Motor Imagery Classification: A Study on Healthy Subjects and ALS Patient,T. Yang; K. K. Ang; K. S. Phua; J. Yu; V. Toh; W. H. Ng; R. Q. So,2018,IEEE
Evaluation of Different Signal Processing Methods in Time and Frequency Domain for Brain-Computer Interface Applications,J. Arnin; D. Kahani; H. Lakany; B. A. Conway,2018,IEEE
FBCSP-based Multi-class Motor Imagery Classification using BP and TDP features,W. Abbas; N. A. Khan,2018,IEEE
Bayesian Optimized Spectral Filters Coupled With Ternary ECOC for Single-Trial EEG Classification,S. Shahtalebi; A. Mohammadi,2018,IEEE
Motor Imagery Classification Using TSK Fuzzy Inference Neural Networks,R. Donovan; X. -H. Yu,2018,IEEE
Study on Classification of Left-Right Hands Motor Imagery EEG Signals Based on CNN,G. Tian; Y. Liu,2018,IEEE
Quantum-inspired Evolutionary Algorithm for Feature Selection in Motor Imagery EEG Classification,A. C. Ramos; M. Vellasco,2018,IEEE
Key Screw and Cylindrical Grasp Motion Classfication from Same Hand,S. Ghosh; A. Banerjee; K. Bakshi; C. S. Kumar; D. N. Tibarewala,2018,IEEE
A Bayesian Framework to Optimize Double Band Spectra Spatial Filters for Motor Imagery Classification,S. Shahtalebi; A. Mohammadi,2018,IEEE
A New Motor Imagery EEG Classification Method FB-TRCSP+RF Based on CSP and Random Forest,R. Zhang; X. Xiao; Z. Liu; W. Jiang; J. Li; Y. Cao; J. Ren; D. Jiang; L. Cui,2018,IEEE
Classification of motor imagery eeg using wavelet envelope analysis and LSTM networks,J. Zhou; M. Meng; Y. Gao; Y. Ma; Q. Zhang,2018,IEEE
A convolution neural networks scheme for classification of motor imagery EEG based on wavelet time-frequecy image,H. K. Lee; Y. -S. Choi,2018,IEEE
Study of wavelet-based performance enhancement for motor imagery brain-computer interface,M. Alansari; M. Kamel; B. Hakim; Y. Kadah,2018,IEEE
Smart thoughts: BCI based system implementation to detect motor imagery movements,I. Mustafa; I. Mustafa,2018,IEEE
Filter Bank Regularized Common Spatial Pattern Ensemble for Small Sample Motor Imagery Classification,S. -H. Park; D. Lee; S. -G. Lee,2018,IEEE
"A Comparative Study of Wavelet and CSP Features Classified Using LDA, SVM and ANN in EEG Based Motor Imagery",M. Aljalal; R. Djemal,2017,IEEE
Design expanded BCI with improved efficiency for VR-embedded neurorehabilitation systems,F. Parivash; L. Amuzadeh; A. Fallahi,2017,IEEE
Improving the efficiency of an EEG-based brain computer interface using Filter Bank Common Spatial Pattern,M. Mohammadi; M. R. Mosavi,2017,IEEE
Time frequency analysis of non-stationary motor imagery EEG signals,A. Tyagi; V. Nehra,2017,IEEE
Study of electroencephalogram feature extraction and classification of three tasks of motor imagery,Z. Zhao; J. Yu; Y. Wu; J. Li; H. Guo; H. Zhang; L. Sun,2017,IEEE
EEG-based BCI system for classifying motor imagery tasks of the same hand using empirical mode decomposition,R. Alazrai; S. Aburub; F. Fallouh; M. I. Daoud,2017,IEEE
EEG motor imagery signals classification using maximum overlap wavelet transform and support vector machine,C. E. Hernández-González; J. M. Ramírez-Cortés; P. Gómez-Gil; J. Rangel-Magdaleno; H. Peregrina-Barreto; I. Cruz-Vega,2017,IEEE
Motor Imagery EEG Signal Processing and Classification Using Machine Learning Approach,S. R. Sreeja; J. Rabha; K. Y. Nagarjuna; D. Samanta; P. Mitra; M. Sarma,2017,IEEE
Subject dependent feature extraction method for motor imagery based BCI using multivariate empirical mode decomposition,J. Zhang; C. Yan; X. Gong,2017,IEEE
Deep convolutional neural network for decoding motor imagery based brain computer interface,J. Zhang; C. Yan; X. Gong,2017,IEEE
Canonical correlation analysis of EEG for classification of motor imagery,N. Robinson; K. P. Thomas; A. P. Vinod,2017,IEEE
EEG Classification of Covert Speech Using Regularized Neural Networks,A. Rezazadeh Sereshkeh; R. Trott; A. Bricout; T. Chau,2017,IEEE
Masking empirical mode decomposition-based hybrid features for recognition of motor imagery in EEG,W. Chen; Y. You,2017,IEEE
Classification of motor imagery EEG signals based on wavelet transform and sample entropy,M. Ma; L. Guo; K. Su; D. Liang,2017,IEEE
Reject option to reduce false prediction rates for EEG-motor imagery based BCI,M. Ganeshkumar; K. K. Ang; R. Q. So,2017,IEEE
Classification of four categories of EEG signals based on relevance vector machine,E. Dong; G. Zhu; C. Chen,2017,IEEE
Feature extraction by common spatial pattern in frequency domain for motor imagery tasks classification,J. Wang; Z. Feng; N. Lu,2017,IEEE
Restricted exhaustive search for frequency band selection in motor imagery classification,P. Bustios; J. L. Rosa,2017,IEEE
EEG-based multi-class motor imagery classification using variable sized filter bank and enhanced One Versus One classifier,M. E. Sharbaf; A. Fallah; S. Rashidi,2017,IEEE
Empirical mode decomposition of EEG signals for brain computer interface,M. E. Alam; B. Samanta,2017,IEEE
A Unified Fisher’s Ratio Learning Method for Spatial Filter Optimization,X. Li; C. Guan; H. Zhang; K. K. Ang,2017,IEEE
A Deep Learning Scheme for Motor Imagery Classification based on Restricted Boltzmann Machines,N. Lu; T. Li; X. Ren; H. Miao,2017,IEEE
BCI system to classify EEG stimulus pattern,R. Helen; S. Gopinath,2016,IEEE
Ensemble methods combination for Motor Imagery tasks in Brain Computer Interface,M. Rahimi; A. Zarei; E. Nazerfard; M. H. Moradi,2016,IEEE
Spatial Filter Bank based on Probabilistic Common Spatial Pattern in Motor Imagery BCI systems,A. Zarei; F. Ghassemi,2016,IEEE
Classification of motor imagery hands movement using levenberg-marquardt algorithm based on statistical features of EEG signal,M. M. or Rashid; M. Ahmad,2016,IEEE
Adaptive modelling of eeg signals to produce accurate time-frequency decompositions for use in BCI,M. M. C. Ştefan; I. E. Nicolae; R. Strungaru; T. M. Vasile; O. A. Băjenaru; G. M. Ungureanu,2016,IEEE
Multiclass motor imagery classification for BCI application,M. M. Or Rashid; M. Ahmad,2016,IEEE
Data adaptive filtering approach to improve the classification accuracy of motor imagery for BCI,S. K. Saha; M. S. Ali,2016,IEEE
Wavelet coherence based channel selection for classifying single trial motor imagery,S. Saha; K. I. Ahmed; R. Mostafa,2016,IEEE
Wavelet based feature extraction for classification of motor imagery signals,F. Sherwani; S. Shanta; B. S. K. K. Ibrahim; M. S. Huq,2016,IEEE
A QR decomposition based RLS algorithm with forgetting factor for adaptation of AR EEG features,H. Iqbal; M. Aqil,2016,IEEE
EEG pattern recognition based on dual-tree complex wavelet transform and particle swarm optimization,M. Miao; A. Wang; C. Zhao; F. Liu,2016,IEEE
A study on the efficient tracking of ERD based on the adaptive identification of the subject's reactive band,M. M. C. Ştefan; I. E. Nicolae; R. Strungaru; G. M. Ungureanu; M. Vasile; O. A. Băjenaru,2016,IEEE
Classification of imagery motor EEG data with wavelet denoising and features selection,L. Sun; Z. R. Feng,2016,IEEE
Real-time single channel EEG motor imagery based Brain Computer Interface,J. Camacho; V. Manian,2016,IEEE
Feature extraction and visualization of MI-EEG by LLE algorithm,M. -a. Li; X. Luo; M. Zhang; J. Yang,2016,IEEE
Combined long short-term memory based network employing wavelet coefficients for MI-EEG recognition,M. Li; M. Zhang; X. Luo; J. Yang,2016,IEEE
A multivariate empirical mode decomposition based filtering for subject independent BCI,P. Gaur; R. B. Pachori; H. Wang; G. Prasad,2016,IEEE
An adjustment strategy on multi-session EEG data for online left/right hand imagery classification,S. Muthong; P. Vateekul; M. Sriyudthsak,2016,IEEE
Shrinkage estimator based regularization for EEG motor imagery classification,H. V. Shenoy; A. P. Vinod; C. Guan,2015,IEEE
Motor imagery movements classification using multivariate EMD and short time Fourier transform,S. K. Bashar; A. R. Hassan; M. I. H. Bhuiyan,2015,IEEE
Automatic feature selection based motor imagery movements detection scheme from EEG signals in the Dual Tree Complex Wavelet Transform domain,S. K. Bashar; M. I. H. Bhuiyan,2015,IEEE
A feature extraction technique of EEG based on EMD-BP for motor imagery classification in BCI,D. Trad; T. Al-ani; M. Jemni,2015,IEEE
Motor imagery brain functional connectivity analysis via coherence,M. Hamedi; S. -H. Salleh; S. B. Samdin; A. M. Noor,2015,IEEE
A multi-modal BCI system based on motor imagery,L. Zhao; X. Wang,2015,IEEE
A Novel Mechanism to Fuse Various Sub-Aspect Brain-Computer Interface (BCI) Systems with PSO for Motor Imagery Task,C. -T. Lin; T. -Y. Hsieh; Y. -T. Liu; S. -L. Wu; Y. -Y. Lin,2015,IEEE
Multivariate Adaptive Autoregressive Modeling and Kalman Filtering for Motor Imagery BCI,I. T. Hettiarachchi; T. T. Nguyen; S. Nahavandi,2015,IEEE
Bi-Directional Imagined Hand Movement Classification Using Low Cost EEG-Based BCI,N. Robinson; A. P. Vinod,2015,IEEE
Dual tree complex wavelet transform domain based motor imagery movements classification scheme from EEG signals,S. K. Bashar; M. I. H. Bhuiyan,2015,IEEE
The comparison of automatic artifact removal methods with robust classification strategies in terms of EEG classification accuracy,P. Merinov; M. Belyaev; E. Krivov,2015,IEEE
Implementation of nonlinear classifiers for adaptive autoregressive EEG features classification,M. Ahmad; M. Aqil,2015,IEEE
Developing a novel multi-fusion brain-computer interface (BCI) system with particle swarm optimization for motor imagery task,Tsung-Yu Hsieh; Y. -Y. Lin; Yu-Ting Liu; Chieh-Ning Fang; C. -T. Lin,2015,IEEE
Kernel-based relevant feature extraction to support Motor Imagery classification,L. Arias-Mora; L. López-Ríos; Y. Céspedes-Villar; L. F. Velasquez-Martinez; A. M. Alvarez-Meza; G. Castellanos-Dominguez,2015,IEEE
Discrimination of EEG related to motor imagery by combined wavelet energy feature with phase synchronization feature,C. Liu; Y. Fu; H. Sun; X. Zhang,2015,IEEE
An empirical mode decomposition based filtering method for classification of motor-imagery EEG signals for enhancing brain-computer interface,P. Gaur; R. B. Pachori; Hui Wang; G. Prasad,2015,IEEE
Optimising frequency band selection with forward-addition and backward-elimination algorithms in EEG-based brain-computer interfaces,H. Raza; H. Cecotti; G. Prasad,2015,IEEE
EEG signal analysis for BCI application using fuzzy system,T. Nguyen; S. Nahavandi; A. Khosravi; D. Creighton; I. Hettiarachchi,2015,IEEE
Feature extraction method of motor imagery EEG based on DTCWT sample entropy,M. Ming; S. Lu; H. Man; Y. Ma; Y. Gao,2015,IEEE
Selection of proper electrodes and improving performance in brain computer interfaces,E. Durmuş; N. Gürsel Özmen,2015,IEEE
Three-class classification of motor imagery EEG data including “rest state” using filter-bank multi-class Common Spatial pattern,T. Shiratori; H. Tsubakida; A. Ishiyama; Y. Ono,2015,IEEE
Nonnegative matrix factorization common spatial pattern in brain machine interface,H. Tsubakida; T. Shiratori; A. Ishiyama; Y. Ono,2015,IEEE
Random Forest and Filter Bank Common Spatial Patterns for EEG-Based Motor Imagery Classification,M. Bentlemsan; E. -T. Zemouri; D. Bouchaffra; B. Yahya-Zoubir; K. Ferroudji,2014,IEEE
Motor imagery EEG signal classification on DWT and crosscorrelated signal features,N. K. Verma; L. S. V. S. Rao; S. K. Sharma,2014,IEEE
Motor imagery EEG signal classification scheme based on entropy of intrinsic mode function,M. T. F. Talukdar; S. K. Sakib; C. Shahnaz; S. A. Fattah,2014,IEEE
An adaptive EEG filtering approach to maximize the classification accuracy in motor imagery,K. Belwafi; R. Djemal; F. Ghaffari; O. Romain,2014,IEEE
Motor imagery classification using feature relevance analysis: An Emotiv-based BCI system,J. Hurtado-Rincon; S. Rojas-Jaramillo; Y. Ricardo-Cespedes; A. M. Álvarez-Meza; G. Castellanos-Domínguez,2014,IEEE
A hybrid EEG-fNIRS BCI: Motor imagery for EEG and mental arithmetic for fNIRS,M. J. Khan; K. -S. Hong; N. Naseer; M. R. Bhutta,2014,IEEE
A bacterial foraging optimization and learning automata based feature selection for motor imagery EEG classification,M. Pal; S. Bhattacharyya; S. Roy; A. Konar; D. N. Tibarewala; R. Janarthanan,2014,IEEE
Discriminative channel addition and reduction for filter bank common spatial pattern in motor imagery BCI,Z. Y. Chin; K. K. Ang; C. Wang; C. Guan,2014,IEEE
EEG classification based on variance,S. C. Machavarapu; M. K. Mukul; D. Kumar,2014,IEEE
Classification of motor imagery tasks using phase synchronization analysis of EEG based on multivariate empirical mode decomposition,S. Liang; K. -S. Choi; J. Qin; W. -M. Pang; P. -A. Heng,2014,IEEE
Motor imagery EEG signal classification scheme based on wavelet domain statistical features,S. M. Imran; M. T. F. Talukdar; S. K. Sakib; N. S. Pathan; S. A. Fattah,2014,IEEE
Spatio-temporally regularized common spatial patterns (STR-CSP) for single-trial EEG classification,F. Qi; Y. Li; W. Wu,2014,IEEE
The offline feature extraction of four-class motor imagery EEG based on ICA and Wavelet-CSP,X. Bai; X. Wang; S. Zheng; M. Yu,2014,IEEE
Mental task motor imagery classifications for noninvasive brain computer interface,E. Abdalsalam M.; M. Z. Yusoff; N. Kamel; A. Malik; M. Meselhy,2014,IEEE
Robot motion control using Brain Computer Interface,R. Upadhyay; P. K. Kankar; P. K. Padhy; V. K. Gupta,2013,IEEE
Envelope detection based on online ICA algorithm and its application to motor imagery classification,X. Guo; X. Wu; X. Gong; L. Zhang,2013,IEEE
Time-frequency analysis of EEG signals from healthy subjects allocated by gender for a subject-independent BCI-based on motor imagery,J. Cantillo-Negrete; J. Gutiérrez-Martínez; R. I. Cariño-Escobar; T. B. Flores-Rodríguez; D. Elías-Viñas,2013,IEEE
Analytic common spatial pattern and adaptive classification for multiclass motor imagery-based BCI,L. F. Nicolas-Alonso; R. Corralejo; D. Álvarez; R. Hornero,2013,IEEE
Applying Kalman filter in EEG-Based Brain Computer Interface for Motor Imagery classification,Nik Khadijah Nik Aznan; Yeon-Mo Yang,2013,IEEE
Characterization of EEG signals using wavelet transform for motor imagination tasks in BCI systems,B. Medina-Salgado; L. Duque-Muñoz; H. Fandiño-Toro,2013,IEEE
Maximum dependency and minimum redundancy-based channel selection for motor imagery of walking EEG signal detection,H. Yang; C. Guan; C. C. Wang; K. K. Ang,2013,IEEE
Joint spatial-temporal filter design for analysis of motor imagery EEG,X. Li; H. Zhang; C. Guan; S. H. Ong; Y. Pan; K. K. Ang,2013,IEEE
Novel use of Empirical Mode Decomposition in single-trial classification of motor imagery for use in brain-computer interfaces,S. R. H. Davies; C. J. James,2013,IEEE
A self produced mother wavelet feature extraction method for motor imagery brain-computer interface,W. . -L. Yeh; Y. . -C. Huang; J. . -H. Chiou; J. . -R. Duann; J. . -C. Chiou,2013,IEEE
Non-homogeneous spatial filter optimization for EEG-based brain-computer interfaces,T. -E. Kam; H. -I. Suk; S. -W. Lee,2013,IEEE
BMFLC with neural network and DE for better event classification,Y. Wang; V. Gonuguntla; G. Shafiq; K. C. Veluvolu,2013,IEEE
Classification of Motor Imagery BCI Using Multivariate Empirical Mode Decomposition,C. Park; D. Looney; N. ur Rehman; A. Ahrabian; D. P. Mandic,2013,IEEE
Simultaneous Design of FIR Filter Banks and Spatial Patterns for EEG Signal Classification,H. Higashi; T. Tanaka,2013,IEEE
EEG feature extraction and pattern recognition during right and left hands motor imagery in brain-computer interface,C. Liu; H. Wang; H. Pu; Y. Zhang; L. Zou,2012,IEEE
Optimal segments selection for EEG classification,I. Homri; S. Yacoub; N. Ellouze,2012,IEEE
Application of neural network to brain-computer interface,W. -Y. Hsu; I. -J. Chiang,2012,IEEE
