Titulo,Autores,Ano de Publicacao,Fonte
Optimal EEG feature extraction based on R-square coefficients for motor imagery BCI system,P. Chum; S. -M. Park; K. -E. Ko; K. -B. Sim,2012,IEEE
The feature extraction of motor imagery EEG based on the time-frequency correction,W. Dongyang; J. Jing; W. Xingyu,2012,IEEE
Time-frequency selection in two bipolar channels for improving the classification of motor imagery EEG,Y. Yang; S. Chevallier; J. Wiart; I. Bloch,2012,IEEE
Novel feature generation and classification for a 2-state Self-paced Brain Computer Interface system,J. Gu; R. Ward,2012,IEEE
EEG-based motor imagery classification using wavelet coefficients and ensemble classifiers,R. Ebrahimpour; K. Babakhani; M. Mohammad-Noori,2012,IEEE
Multi-frequency band common spatial pattern with sparse optimization in Brain-Computer Interface,M. Arvaneh; C. Guan; K. K. Ang; C. Quek,2012,IEEE
Dynamic initiation and dual-tree complex wavelet feature-based classification of motor imagery of swallow EEG signals,Huijuan Yang; C. Guan; K. K. Ang; C. C. Wang; K. S. Phua; Juanhong Yu,2012,IEEE
A motor imagery BCI experiment using wavelet analysis and spatial patterns feature extraction,O. Carrera-León; J. M. Ramirez; V. Alarcon-Aquino; M. Baker; D. D'Croz-Baron; P. Gomez-Gil,2012,IEEE
A novel EMD-based Common Spatial Pattern for motor imagery brain-computer interface,W. He; P. Wei; L. Wang; Y. Zou,2012,IEEE
A BCI motor imagery experiment based on parametric feature extraction and Fisher Criterion,D. D'Croz-Baron; J. M. Ramirez; M. Baker; V. Alarcon-Aquino; O. Carrera,2012,IEEE
The research of brain-computer interface based on AAR parameters and neural networks classifier,Xin Ma,2011,IEEE
A Wavelet-CSP method to classify hand movement directions in EEG based BCI system,N. Robinson; A. P. Vinod; C. Guan; K. K. Ang; T. K. Peng,2011,IEEE
Spectral analysis of brain function network for the classification of motor imagery tasks,W. Kong; X. Guo; X. Zhao; D. Wei; S. Hu; G. Dai; G. Vecchiato; F. Babiloni,2011,IEEE
Optimal design of a bank of spatio-temporal filters for EEG signal classification,H. Higashi; T. Tanaka,2011,IEEE
Feature selection strategy for classification of single-trial EEG elicited by motor imagery,S. Prasad; Zheng-Hua Tan; R. Prasad; A. F. Cabrera; Y. Gu; K. Dremstrup,2011,IEEE
EEG denoising with a recurrent quantum neural network for a brain-computer interface,V. Gandhi; V. Arora; L. Behera; G. Prasad; D. Coyle; T. McGinnity,2011,IEEE
Filter Bank Feature Combination (FBFC) approach for brain-computer interface,Z. Y. Chin; K. K. Ang; C. Guan; C. Wang; H. Zhang,2011,IEEE
Nonlinear and nonstationary framework for feature extraction and classification of motor imagery,D. Trad; T. Al-ani; E. Monacelli; M. Jemni,2011,IEEE
Data-Driven Frequency Bands Selection in EEG-Based Brain-Computer Interface,H. -I. Suk; S. -W. Lee,2011,IEEE
Novel feature of the EEG based motor imagery BCI system: Degree of imagery,Y. -H. Liu; C. -A. Cheng; H. -P. Huang,2011,IEEE
Comparative study of band-power extraction techniques for Motor Imagery classification,N. Brodu; F. Lotte; A. Lécuyer,2011,IEEE
Optimum Spatio-Spectral Filtering Network for Brain–Computer Interface,H. Zhang; Z. Y. Chin; K. K. Ang; C. Guan; C. Wang,2011,IEEE
Design of a Brain Computer Interface system based on electroencephalogram(EEG),O. Gunaydin; M. Ozkan,2010,IEEE
Motor imagery ECoG signals classification using wavelet transform features,Ö. Aydemir; T. Kayikçioğlu,2010,IEEE
Classification of EEG signals by ICA and OVR-CSP,L. Ke; J. Shen,2010,IEEE
Wavelet and Common Spatial Pattern for EEG signal feature extraction and classification,Liwei Zhang; Guozhong Liu; Ying Wu,2010,IEEE
EEG feature extraction and pattern classification based on motor imagery in brain-computer interface,L. Zou; X. Wang; G. Shi; Z. Ma,2010,IEEE
A Study on the impact of spectral variability in brain-computer interface,K. P. Thomas; C. Guan; L. C. Tong; A. P. Vinod,2010,IEEE
Online cue-based discrimination of left / right hand movement imagination,B. Akıncı; N. G. Gençer,2010,IEEE
Classifying motor imagery EEG by Empirical Mode Decomposition based on spatial-time-frequency joint analysis approach,Pengfei Wei; Qiuhua Li; Guanglin Li,2009,IEEE
Feature Extraction and Classification of Mental EEG for Motor Imagery,L. Ming-Ai; W. Rui; H. Dong-Mei; Y. Jin-Fu,2009,IEEE
An Improved CSP Algorithm and Application in Motor Imagery Recognition,L. Mingai; L. Jingyu; H. Dongmei; Y. Jinfu,2009,IEEE
Multi-class filter bank common spatial pattern for four-class motor imagery BCI,Z. Y. Chin; K. K. Ang; C. Wang; C. Guan; H. Zhang,2009,IEEE
Robust filter bank common spatial pattern (RFBCSP) in motor-imagery-based brain-computer interface,K. K. Ang; Z. Y. Chin; H. Zhang; C. Guan,2009,IEEE
EEG-based online two-dimensional cursor control,D. Huang; P. Lin; D. -Y. Fei; X. Chen; O. Bai,2009,IEEE
Denoising of multiscale/multiresolution structural feature dictionaries for rapid training of a brain computer interface,N. F. Ince; V. A. Tadipatri; F. Goksu; A. H. Tewfik,2009,IEEE
Feature extraction and classification of EEG for imaging left-right hands movement,Huaiyu Xu; Jian Lou; Ruidan Su; Erpeng Zhang,2009,IEEE
A New Discriminative Common Spatial Pattern Method for Motor Imagery Brain–Computer Interfaces,K. P. Thomas; C. Guan; C. T. Lau; A. P. Vinod; K. K. Ang,2009,IEEE
Classification of 4-class motor imagery EEG data with Common Sparse Spectral Spatial Pattern method,B. Akinci; N. G. Gencer,2009,IEEE
Classification of the Imagination of the Left and Right Hand Movements using EEG,M. A. Hassan; A. F. Ali; M. I. Eladawy,2008,IEEE
Improving the performance of brain-computer interface through meditation practicing,P. Eskandari; A. Erfanian,2008,IEEE
Application of Hilbert-Huang transform for the study of motor imagery tasks,Lei Wang; Guizhi Xu; JiangWang; Shuo Yang; Weili Yan,2008,IEEE
An adaptive filter bank for motor imagery based Brain Computer Interface,K. P. Thomas; C. Guan; Lau Chiew Tong; V. A. Prasad,2008,IEEE
Classification of EEG with structural feature dictionaries in a brain computer interface,F. Goksu; N. F. Ince; V. A. Tadipatri; A. H. Tewfik,2008,IEEE
Multiclass voluntary facial expression classification based on Filter Bank Common Spatial Pattern,Z. Y. Chin; K. K. Ang; C. Guan,2008,IEEE
Filter Bank Common Spatial Pattern (FBCSP) in Brain-Computer Interface,Kai Keng Ang; Zheng Yang Chin; Haihong Zhang; Cuntai Guan,2008,IEEE
Classification of Motor Imagery EEG Based on a Time-Frequency Analysis and Second-Order Blind Identification,D. Xiao; J. Hu,2008,IEEE
Classification of Left and Right Hand Motor Imagery Tasks Based on EEG Frequency Component Selection,X. Pei; C. Zheng,2008,IEEE
Comparative Analysis of Spectral Approaches to Feature Extraction for EEG-Based Motor Imagery Classification,P. Herman; G. Prasad; T. M. McGinnity; D. Coyle,2008,IEEE
Classifying Single-Trial EEG During Motor Imagery by Iterative Spatio-Spectral Patterns Learning (ISSPL),W. Wu; X. Gao; B. Hong; S. Gao,2008,IEEE
Algorithm of Imagined Left-Right Hand Movement Classification Based on Wavelet Transform and AR Parameter Model,B. Xu; A. Song; J. Wu,2007,IEEE
Sub-band Common Spatial Pattern (SBCSP) for Brain-Computer Interface,Q. Novi; C. Guan; T. H. Dat; P. Xue,2007,IEEE
Study of On-Line Adaptive Discriminant Analysis for EEG-Based Brain Computer Interfaces,C. Vidaurre; A. Schlogl; R. Cabeza; R. Scherer; G. Pfurtscheller,2007,IEEE
A Space-time-Frequency Analysis Approach for the Classification Motor Imagery EEG Recordings in a Brain Computer Interface Task,N. F. Ince; A. H. Tewfik; S. Arica,2006,IEEE
Spatiotemporal Source Tuning Filter Bank for Multiclass EEG based Brain Computer Interfaces,S. Acharya; M. Mollazadeh; K. Murari; N. Thakor,2006,IEEE
Motor imagery based Brain Computer Interface with subject adapted time-frequency tiling,N. F. Ince; A. H. Tewfik; S. Arica,2006,IEEE
Using Multiresolution Space-Time-Frequency Features for the Classification Motor Imagery Eeg Recordings in a Brain Computer Interface Task,N. F. Ince; S. Arica; A. H. Tewfik,2006,IEEE
Classification of Motor Imagery EEG recordings with Subject Specific Time-Frequency Patterns,Ince; Arica; Tewfik,2006,IEEE
An enhanced time-frequency-spatial approach for motor imagery classification,N. Yamawaki; C. Wilke; Zhongming Liu; Bin He,2006,IEEE
Enhancing Temporal Classification of AAR Parameters in EEG single-trial analysis for Brain-Computer Interfacing,G. S. Dharwarkar; O. Basir,2005,IEEE
Enhancement of Performance of an EEG-based Brain-Computer Interface by means of a Time-Frequency Approach,N. Yamawaki; C. Wilke; Z. M. Liu; B. He,2005,IEEE
Classification of motor imagery EEG patterns and their topographic representation,Tao Wang; Jie Deng; Bin He,2004,IEEE
Motor imagery classification by means of source analysis methods,L. Qin; J. Deng; L. Ding; B. He,2004,IEEE
BCI competition 2003-data set III: probabilistic modeling of sensorimotor /spl mu/ rhythms for classification of imaginary hand movements,S. Lemm; C. Schafer; G. Curio,2004,IEEE
Classification of Motor Imagery EEG Signals Based on Data Augmentation and Convolutional Neural Networks,"Xie Y, Oniga S.",2023,PubMed
Classification Scheme for Arm Motor Imagery,"Tavakolan M, Yong X, Zhang X, Menon C.",2016,PubMed
Hybrid mental tasks based human computer interface via integration of pronunciation and motor imagery,"Tong J, Wei X, Dong E, Sun Z, Du S, Duan F.",2022,PubMed
Recognition of motor intentions from EEGs of the same upper limb by signal traceability and Riemannian geometry features,"Zhang M, Huang J, Ni S.",2023,PubMed
Identification of Anisomerous Motor Imagery EEG Signals Based on Complex Algorithms,"Liu R, Zhang Z, Duan F, Zhou X, Meng Z.",2017,PubMed
[Research of classification about BCI based on the signals energy],"Qiao J, Hu P, Hong J.",2014,PubMed
A linearly extendible multi-artifact removal approach for improved upper extremity EEG-based motor imagery decoding,"Asogbon MG, Samuel OW, Li X, Nsugbe E, Scheme E, Li G.",2021,PubMed
EEG-based online two-dimensional cursor control,"Huang D, Lin P, Fei DY, Chen X, Bai O.",2009,PubMed
A comparative analysis of masking empirical mode decomposition and a neural network with feed-forward and back propagation along with masking empirical mode decomposition to improve the classification performance for a reliable brain-computer interface,"Jaipriya D, Sriharipriya KC.",2022,PubMed
Parallel convolutional neural network and empirical mode decomposition for high accuracy in motor imagery EEG signal classification,"D J, K C S.",2025,PubMed
Application of Hilbert-Huang transform for the study of motor imagery tasks,"Wang L, Xu G, Wang J, Yang S, Yan W.",2008,PubMed
A novel onset detection technique for brain-computer interfaces using sound-production related cognitive tasks in simulated-online system,"Song Y, Sepulveda F.",2017,PubMed
"A Ternary Hybrid EEG-NIRS Brain-Computer Interface for the Classification of Brain Activation Patterns during Mental Arithmetic, Motor Imagery, and Idle State","Shin J, Kwon J, Im CH.",2018,PubMed
Research on Movement Intentions of Human's Left and Right Legs Based on Electro-Encephalogram Signals,Dong F.; Wu L.; Feng Y.; Liang D.,2022,Scopus
Adaptive subject-based feature extraction in brain-computer interfaces using wavelet packet best basis decomposition,Yang B.-h.; Yan G.-z.; Yan R.-g.; Wu T.,2007,Scopus
An improved feature extraction method for self-paced brain-computer interface application,Chen G.; Zhang J.; Yao L.,2009,Scopus
Time window and frequency band optimization using regularized neighbourhood component analysis for Multi-View Motor Imagery EEG classification,Singh Malan N.; Sharma S.,2021,Scopus
iTa-DFiE: An Innovative Tensor Algebra-Based Detection Framework for Incomplete Noninvasive Electroencephalography,Nguyen N.A.T.; Tao Q.-B.; Yang H.-J.; Huynh H.T.; Vinh N.T.Q.; Ninh D.K.,2024,Scopus
Feature Extraction and Classification of EEG Signal Based on Deep Learning,Xue S.; Geng X.; Li D.,2022,Scopus
Regions of Interest (ROI) Analysis for Upper Limbs EEG Neuroimaging Schemes,Pa Aung K.P.; Nwe K.H.,2020,Scopus
Motor Imagery Signal Classification Using Adversarial Learning: A Systematic Literature Review,Mishra S.; Mahmudi O.; Jalali A.,2024,Scopus
Classifying single-trial EEG during motor imagery by iterative spatio-spectral patterns learning (ISSPL),Wu W.; Gao X.; Hong B.; Gao S.,2008,Scopus
A novel simplified convolutional neural network classification algorithm of motor imagery EEG signals based on deep learning,Li F.; He F.; Wang F.; Zhang D.; Xia Y.; Li X.,2020,Scopus
Research of brain-computer interface system based on motor imagery,Zhao L.; Sun Y.; Ma Y.; Guo X.; He Y.; Gao X.,2012,Scopus
Classification of single trial motor imagery EEG recordings with subject adapted non-dyadic arbitrary time-frequency tilings,Firat Ince N.; Arica S.; Tewfik A.,2006,Scopus
Functional Connectivity for Motor Imaginary Recognition in Brain-computer Interface,Feng Z.; Qian L.; Hu H.; Sun Y.,2020,Scopus
A novel onset detection technique for brain-computer interfaces using sound-production related cognitive tasks in simulated-online system,Song Y.; Sepulveda F.,2017,Scopus
Overlapped Features Strategy and Parameters Optimization Patterns Recognition for Motor Imagery EEG; [重叠特征策略与参数优化的运动想象脑电模式识别],Luo T.; Zhou C.,2020,Scopus
Comparative analysis of spectral approaches to feature extraction for EEG-based motor imagery classification,Herman P.; Prasad G.; McGinnity T.M.; Coyle D.,2008,Scopus
On the automated removal of artifacts related to head movement from the EEG,Daly I.; Billinger M.; Scherer R.; Müller-Putz G.,2013,Scopus
Research on Hybrid Online Brain-Computer Interface System Based on MI-mVEP,Zhuan Z.; Bian Y.; He X.; Yuan P.; Geng L.; Li J.; Sun M.,2023,Scopus
Classification of four-class motor imagery employing single-channel electroencephalography,Ge S.; Wang R.; Yu D.,2014,Scopus
Simultaneous design of FIR filter banks and spatial patterns for EEG signal classification,Higashi H.; Tanaka T.,2013,Scopus
Motor imagery classification by means of source analysis for brain-computer interface applications,Qin L.; Ding L.; He B.,2004,Scopus
Motor imagery EEG discrimination using the correlation of wavelet features,Hsu W.-Y.,2015,Scopus
Hybrid mental tasks based human computer interface via integration of pronunciation and motor imagery,Tong J.; Wei X.; Dong E.; Sun Z.; Du S.; Duan F.,2022,Scopus
Classification of motor imagery by means of cortical current density estimation and Von Neumann entropy,Kamousi B.; Amini A.N.; He B.,2007,Scopus
BCI Competition 2003 - Data set III: Modeling of sensorimotor μ rhythms for classification of imaginary hand movements,Lemm S.; Schäfer C.; Curio G.,2004,Scopus
Feature extraction and classification of EEG in online brain-computer interface,Xu B.-G.; Song A.-G.; Fei S.-M.,2011,Scopus
Analysis of EEG signal evoked by passive movement and motor imagery,Chen Z.; Liang Q.; Zhang B.,2018,Scopus
Toward optimal feature and time segment selection by divergence method for EEG signals classification,Wang J.; Feng Z.; Lu N.; Luo J.,2018,Scopus
Enhancing Motor Imagery Classification in Brain–Computer Interfaces Using Deep Learning and Continuous Wavelet Transform,Xie Y.; Oniga S.,2024,Scopus
Research on motor imagery recognition based on feature fusion and transfer adaptive boosting,Zhang Y.; Zhang C.; Sun S.; Xu G.,2025,Scopus
Feature Extraction Techniques for the Classification of Four-Class Motor Imagery Based EEG Data: A Comparison,Mahamune R.; Laskar S.H.,2021,Scopus
Model and Data Dual-Driven Double-Point Observation Network for Ultra-Short MI EEG Classification,Niu X.; Lu N.; Yan R.; Luo H.,2024,Scopus
Feature extraction in development of brain-computer interface: A case study,Polak Mark; Kostov Aleksandar,1998,Scopus
A Hardware/Software Prototype of EEG-based BCI System for Home Device Control,Belwafi K.; Ghaffari F.; Djemal R.; Romain O.,2017,Scopus
Enhanced Online Continuous Brain-Control by Deep Learning-Based EEG Decoding,Wang J.; Yao L.; Wang Y.,2025,Scopus
Kinetic trajectory decoding using motor cortical ensembles,Fagg A.H.; Ojakangas G.W.; Miller L.E.; Hatsopoulos N.G.,2009,Scopus
"A ternary hybrid EEG-NIRS brain-computer interface for the classification of brain activation patterns during mental arithmetic, motor imagery, and idle state",Shin J.; Kwon J.; Im C.-H.,2018,Scopus
An adaptive filter bank for motor imagery based Brain Computer Interface,Thomas K.P.; Guan C.; Tong L.C.; Prasad V.A.,2008,Scopus
Classification of motor imagery BCI using multivariate empirical mode decomposition,Park C.; Looney D.; Ur Rehman N.; Ahrabian A.; Mandic D.P.,2013,Scopus
Wavelet based feature extraction for classification of motor imagery signals,Sherwani F.; Shanta S.; Ibrahim B.S.K.K.; Huq M.S.,2016,Scopus
A Novel Classification Model Based on DWT and CNN-LSTM Motor EEG Imagination Signals,Yang Y.; Chen Z.; Li W.; Ma Y.,2024,Scopus
Learning Temporal Information for Brain-Computer Interface Using Convolutional Neural Networks,Sakhavi S.; Guan C.; Yan S.,2018,Scopus
Identification of Anisomerous Motor Imagery EEG Signals Based on Complex Algorithms,Liu R.; Zhang Z.; Duan F.; Zhou X.; Meng Z.,2017,Scopus
"6th European Conference of the International Federation for Medical and Biological Engineering, MBEC 2014",,2015,Scopus
A tensor-based scheme for stroke patients' motor imagery EEG analysis in BCI-FES rehabilitation training,Liu Y.; Li M.; Zhang H.; Wang H.; Li J.; Jia J.; Wu Y.; Zhang L.,2014,Scopus
Neural ensemble decoding of rat's motor cortex by Kalman filter and optimal linear estimation,Zhang H.; Dai J.; Zhang S.; Wang Q.; Li Q.; Liu X.; Hao Y.; Yu Y.; Jiang K.; Liu J.; Zhu F.; Chen W.; Zheng X.,2009,Scopus
Electroencephalogram Feature Extraction and Classification of Motor Imagery EEG Based on Machine Learning Algorithms,Eltokhy M.A.R.; Idris S.; Gouda M.M.; Hamad H.; Hosny T.; El-Rifaie A.M.,2025,Scopus
Real-Time Motor Imagery-Based Brain–Computer Interface System by Implementing a Frequency Band Selection,Abdul Ameer Abbas A.; Martínez-García H.,2023,Scopus
Graph-based feature learning methods for subject-dependent and subject-independent motor imagery EEG decoding,Zhang S.; Lu Z.; Zhang B.; Zhang Y.; Liang Z.; Zhang L.; Li L.; Huang G.; Zhang Z.; Li Z.,2025,Scopus
Rapid prototyping of an EEG-based brain-computer interface (BCI),Guger C.; Schlögl A.; Neuper C.; Walterspacher D.; Strain T.; Pfurtscheller G.,2001,Scopus
Comparison between covert sound-production task (sound-imagery) vs. motor-imagery for onset detection in real-life online self-paced BCIs,Song Y.; Sepulveda F.,2020,Scopus
Robot control system using a mental task-based brain computer interface,Xie S.; Duan X.; Feng H.; Meng Y.; Chen G.,2017,Scopus
CD3Net: A Contrastive Diffusion Model with Domain Adaptive Data Synthetic Network for Motor Imagery and Emotion classification,Zhou Q.; Ye X.; Li S.; Du Q.; Ke L.,2025,Scopus
Characterization of four-class motor imagery EEG data for the BCI-competition 2005,Schlögl A.; Lee F.; Bischof H.; Pfurtscheller G.,2005,Scopus
EEG feature extraction and pattern classification based on motor imagery in brain-computer interface,Zou L.; Wang X.; Shi G.; Ma Z.,2010,Scopus
A Deep Learning Scheme for Motor Imagery Classification based on Restricted Boltzmann Machines,Lu N.; Li T.; Ren X.; Miao H.,2017,Scopus
Classification of imagery motor EEG data with wavelet denoising and features selection,Sun L.; Feng Z.R.,2016,Scopus
EEG classification of different imaginary movements within the same limb,Yong X.; Menon C.,2015,Scopus
Computational intelligence for pattern recognition in EEG signals,Mutasim A.K.; Tipu R.S.; Bashar M.R.; Islam M.K.; Amin M.A.,2018,Scopus
Motor Imagery Analysis Based on Filter Bank Common Spatial Pattern,Du Y.; Xu R.; Zhang J.,2021,Scopus
Parallel convolutional neural network and empirical mode decomposition for high accuracy in motor imagery EEG signal classification,Jaipriya D.; Sriharipriya K.C.,2025,Scopus
"EEG signal processing: Feature extraction, selection and classification methods",Leong W.Y.,2019,Scopus
Classification of left and right foot kinaesthetic motor imagery using common spatial pattern,Tariq M.; Trivailo P.M.; Simic M.,2020,Scopus
Spectral analysis of brain function network for the classification of motor imagery tasks,Kong W.; Guo X.; Zhao X.; Wei D.; Hu S.; Dai G.; Vecchiato G.; Babiloni F.,2011,Scopus
Data-efficient motor imagery decoding in real-time for the cybathlon brain-computer interface race,Ponferrada E.G.; Sylaidi A.; Aldo Faisal A.,2018,Scopus
Multiclass voluntary facial expression classification based on Filter Bank Common Spatial Pattern,Chin Z.Y.; Ang K.K.; Guan C.,2008,Scopus
Relevance of filter bank common spatial patterns using multiple kernel learning in motor imagery,García-Murillo D.G.; Cárdenas-Peña D.; Castellanos-Dominguez G.,2018,Scopus
EEG feature extraction method based on wavelet packet energy,Xu B.; Song A.; Wang A.,2010,Scopus
An Adaptive CSP and Clustering Classification for Online Motor Imagery EEG,Jiang Q.; Zhang Y.; Ge G.; Xie Z.,2020,Scopus
Pattern recognition method of motor imagery tasks,Xu B.; Song A.; Fei S.,2011,Scopus
A New Discriminative Common Spatial Pattern Method for Motor Imagery Brain—Computer Interfaces,Thomas K.P.; Lau C.T.; Vinod A.P.; Guan C.; Ang K.K.,2009,Scopus
A system of motor imaging brain-computer interface based on labVIEW,Zhou Y.; He Q.-h.; Jiao X.-b.,2011,Scopus
Class discrepancy-guided sub-band filter-based common spatial pattern for motor imagery classification,Luo J.; Wang J.; Xu R.; Xu K.,2019,Scopus
Wavelet analysis of EEG signals during motor imagery,Yamaguchi T.; Fujio M.; Inoue K.; Pfurtscheller G.,2008,Scopus
A2FWPO: Anti-aliasing Filter Based on Whale Parameter Optimization Method for Feature Extraction and Recognition of Dance Motor Imagery EEG,Huang T.; Luo Z.; Lyu Y.,2023,Scopus
Two Class Motor Imagery Classification Based on ANFIS,Kumar R.; Sahu M.; Mohdiwale S.,2020,Scopus
EEG pattern recognition based on dual-tree complex wavelet transform and particle swarm optimization,Miao M.; Wang A.; Zhao C.; Liu F.,2016,Scopus
Classification scheme for arm motor imagery,Tavakolan M.; Yong X.; Zhang X.; Menon C.,2016,Scopus
Structure constrained semi-nonnegative matrix factorization for EEG-based motor imagery classification,Lu N.; Li T.; Pan J.; Ren X.; Feng Z.; Miao H.,2015,Scopus
Trust and explainability in robotic hand control via adversarial multiple machine learning models with EEG sensor data fusion: A fuzzy decision-making solution,Albahri A.S.; Hamid R.A.; Alqaysi M.E.; Al-Qaysi Z.T.; Albahri O.S.; Alamoodi A.H.; Homod R.Z.; Deveci M.; Sharaf I.M.,2025,Scopus
A comparative analysis of masking empirical mode decomposition and a neural network with feed-forward and back propagation along with masking empirical mode decomposition to improve the classification performance for a reliable brain-computer interface,Jaipriya D.; Sriharipriya K.C.,2022,Scopus
Designing robust spatial filter for motor imagery electroencephalography signal classification in brain-computer interface systems,Miao M.; Wang A.; Zeng H.,2017,Scopus
Flexible coding scheme for robotic arm control driven by motor imagery decoding,Ai Q.; Zhao M.; Chen K.; Zhao X.; Ma L.; Liu Q.,2022,Scopus
A novel classification method for EEG-based motor imagery with narrow band spatial filters and deep convolutional neural network,Xu S.; Zhu L.; Kong W.; Peng Y.; Hu H.; Cao J.,2022,Scopus
Wavelet Transform Time-Frequency Image and Convolutional Network-Based Motor Imagery EEG Classification,Xu B.; Zhang L.; Song A.; Wu C.; Li W.; Zhang D.; Xu G.; Li H.; Zeng H.,2019,Scopus
Spatiotemporal source tuning filter bank for multiclass EEG based brain computer interfaces,Acharya S.; Mollazadeh M.; Murari K.; Thakor N.,2006,Scopus
Study of on-line adaptive discriminant analysis for EEG-based brain computer interfaces,Vidaurre C.; Schlögl A.; Cabeza R.; Scherer R.; Pfurtscheller G.,2007,Scopus
A CNN-based modular classification scheme for motor imagery using a novel EEG sampling protocol suitable for IoT healthcare systems,Chacon-Murguia M.I.; Rivas-Posada E.,2023,Scopus
A wavelet-based time-frequency analysis approach for classification of motor imagery for brain-computer interface applications,Qin L.; He B.,2005,Scopus
EEG Feature Extraction and Pattern Classification Based on Motor Imagery in Brain Computer Interface,Zou L.; Wang X.; Shi G.; Ma Z.,2012,Scopus
Administrating MANETs via brain computer interface,Chandrakant N.,2014,Scopus
Wavelet transform based classification of invasive brain computer interface data,Aydemir O.; Kayikcioglu T.,2011,Scopus
EEG pattern recognition: An efficient improvement combination of ERD/ERS/Laterality features to create a self-paced BCI system,Avilés-Cruz C.; Villegas-Cortez J.; Ferreyra-Ramírez A.; Zúnuñiga López A.,2016,Scopus
Recognition of motor imagery tasks for BCI using CSP and chaotic PSO twin SVM,Duan L.; Hongxin Z.; Khan M.S.; Fang M.,2017,Scopus
EEG-based online two-dimensional cursor control,Huang D.; Lin P.; Fei D.-Y.; Chen X.; Bai O.,2009,Scopus
EEG feature extraction and pattern recognition during right and left hands motor imagery in brain-computer interface,Liu C.; Wang H.; Pu H.; Zhang Y.; Zou L.,2012,Scopus
Supervised Relevance Analysis for Multiple Stein Kernels for Spatio-Spectral Component Selection in BCI Discrimination Tasks,López-Montes C.; Cárdenas-Peña D.; Castellanos-Dominguez G.,2019,Scopus
A self-paced brain - Computer interface for controlling a robot simulator: An online event labelling paradigm and an extended Kalman filter based algorithm for online training,Tsui C.S.L.; Gan J.Q.; Roberts S.J.,2009,Scopus
An adjustment strategy on multi-session EEG data for online left/right hand imagery classification,Muthong S.; Vateekul P.; Sriyudthsak M.,2016,Scopus
Reject option to reduce false prediction rates for EEG-motor imagery based BCI,Ganeshkumar M.; Ang K.K.; So R.Q.,2017,Scopus
Classification of EEG with structural feature dictionaries in a brain computer interface,Göksu F.; Ince N.F.; Tadipatri V.A.; Tewfik A.H.,2008,Scopus
Three-class Motor Imagery Classification Based on FBCSP Combined with Voting Mechanism,Li B.; Yang B.; Guan C.; Hu C.,2019,Scopus
Sensory motor imagery EEG classification based on non-dyadic wavelets using dynamic weighted majority ensemble classification,Chaudhary P.; Agrawal R.,2021,Scopus
Optimum spatio-spectral filtering network for brain-computer interface,Zhang H.; Chin Z.Y.; Ang K.K.; Guan C.; Wang C.,2011,Scopus
Recognition of motor intentions from EEGs of the same upper limb by signal traceability and Riemannian geometry features,Zhang M.; Huang J.; Ni S.,2023,Scopus
Beyond Full Electrode Arrays: Optimizing Channel Selection for Motor Imagery BCIs via Individual Channel Classifiers and Ensembles,Riascos-Salas J.A.; Villota H.; Molinas M.,2026,Scopus
Separable common spatio-spectral patterns for motor imagery BCI systems,Aghaei A.S.; Mahanta M.S.; Plataniotis K.N.,2016,Scopus
System based on subject-specific bands to recognize pedaling motor imagery: Towards a BCI for lower-limb rehabilitation,Delisle-Rodriguez D.; Cardoso V.; Gurve D.; Loterio F.; Alejandra Romero-Laiseca M.; Krishnan S.; Bastos-Filho T.,2019,Scopus
[Research of classification about BCI based on the signals energy],Qiao J.; Hu P.; Hong J.,2014,Scopus
Adaptive spiking convolutional network for decoding motor imagery patterns,Zhu Z.; Liu F.; Mu S.; Tao K.,2025,Scopus
A boosting-based spatial-spectral model for stroke patients' EEG analysis in rehabilitation training,Liu Y.; Zhang H.; Chen M.; Zhang L.,2016,Scopus
Auditory and spatial navigation imagery in Brain-Computer Interface using optimized wavelets,Cabrera A.F.; Dremstrup K.,2008,Scopus
A space-time-frequency analysis approach for the classification motor imagery EGG recordings in a Brain Computer Interface Task,Ince N.F.; Tewfik A.H.; Arica S.,2006,Scopus
Research on Motor Imagery Signal Recognition Method Based on Wavelet Packet Transform and ConvLSTM,Yang L.; Wu J.,2024,Scopus
A self-adaptive frequency selection common spatial pattern and least squares twin support vector machine for motor imagery electroencephalography recognition,Li D.; Zhang H.; Khan M.S.; Mi F.,2018,Scopus
Common spatio-time-frequency patterns for motor imagery-based brain machine interfaces,Higashi H.; Tanaka T.,2013,Scopus
Online classification of single trial motor imagery electroencephalogram signals,Xu B.; Lu W.; Song A.; Yang R.; Pan L.; Zeng H.; Xu G.,2013,Scopus
Design method of morphological structuring function for pattern recognition of EEG signals during motor imagery and cognition,Yamaguchi T.; Fujio M.; Inoue K.,2011,Scopus
Classification of Hand-Grasp Movements of Stroke Patients using EEG Data,Rasheed S.; Mumtaz W.,2021,Scopus
Motor imagery classification method based on Riemannian Manifold and CNN-LSTM for advanced brain computer interfaces,Hao Y.; Lu Q.; Cheng S.,2025,Scopus
Application of Hilbert-Huang transform for the study of motor imagery tasks,Wang L.; Xu G.; Wang J.; Yang S.; Yan W.,2008,Scopus
Discrimination of motor imagery patterns by electroencephalogram phase synchronization combined with frequency band energy,Liu C.; Fu Y.; Yang J.; Xiong X.; Sun H.; Yu Z.,2017,Scopus
